Classe,Relacao,Classe,Identificador
headband,below,sign,295360190
sign,above,man,295360190
sign,above,headband,295360190
sign,above,other sign,295360190
sign,on,fence,295360190
other sign,below,sign,295360190
other sign,to right of,man,295360190
man,wearing,headband,295360190
man,below,sign,295360190
man,to left of,other sign,295360190
man,wears,headband,295360190
man,wears,shorts,295360190
man,holds,racket,295360190
man,wears,shirt,295360190
man,wears,shoes,295360190
man,has,hair,295360190
man,on,court,295360190
man,has,ball,295360190
man,wears,shoes,295360190
man,wears,hat,295360190
man,has,band,295360190
men,on,court,295360190
men,have,shirts,295360190
sand,below,blanket,7612697380
sand,beneath,blanket,7612697380
umbrella,covering,seat,7612697380
umbrella,held up by,pole,7612697380
seat,beneath,umbrella,7612697380
seat,below,umbrella,7612697380
pole,holding up,umbrella,7612697380
pole,beneath,umbrella,7612697380
beach,has,man,7612697380
man,on,sheet,7612697380
man,next to,woman,7612697380
man,lying next to,woman,7612697380
man,wearing,shorts,7612697380
sheet,on top of,sand,7612697380
woman,next to,man,7612697380
woman,lying down on,blanket,7612697380
woman,wearing,bikini,7612697380
blanket,on,sand,7612697380
shorts,on,man,7612697380
glove,on,hand,8632673241
man,swinging,bat,8632673241
man,in front of,man,8632673241
man,on,ground,8632673241
man,hitting,ball,8632673241
man,holds,bat,8632673241
man,behind,man,8632673241
man,wears,helmet,8632673241
sign,next to,man,8632673241
man,wears,mask,8632673241
crowd,behind,wall,8632673241
people,behind,man,8632673241
wall,next to,field,8632673241
wall,in front of,crowd,8632673241
field,has,grass,8632673241
field,has,dirt,8632673241
logo,on,wall,8632673241
logo,near,sign,8632673241
catcher,wearing,jersey,8632673241
catcher,wearing,mask,8632673241
catcher,wearing,kneepads,8632673241
catcher,wearing,mitt,8632673241
man,wears,mask,8632673241
zebra,eating,grass,486267834
zebra,bending towards,grass,486267834
zebra,in front of,doe,486267834
zebra,grazing on,grass,486267834
zebra,grazing,grass,486267834
zebra,feeding on,grass,486267834
grass,underneath,zebra,486267834
deer,behind,zebra,486267834
deer,looking at,grass,486267834
wildebeest,eating,grass,486267834
wildebeest,in,shadow,486267834
wildebeest,behind,doe,486267834
wildebeest,feeding on,grass,486267834
wildebeest,standing on,grass,486267834
wildebeest,next to,trees,486267834
wildebeest,standing next to,trees,486267834
wildebeest,shorter than,trees,486267834
trees,next to,wildebeest,486267834
trees,taller than,wildebeest,486267834
bushes,under,trees,486267834
doe,eating,grass,486267834
doe,in front of,wildebeest,486267834
doe,behind,zebra,486267834
man,wears,helmet,5505667091
man,wears,goggles,5505667091
man,wears,skis,5505667091
man,wears,vest,5505667091
man,has,mouth,5505667091
man,wears,gloves,5505667091
man,holding,ski poles,5505667091
man,in front of,man,5505667091
man,in front of,people,5505667091
man,above,ground,5505667091
skis,on,snow,5505667091
people,behind,fence,5505667091
people,behind,man,5505667091
man,behind,man,5505667091
sky,above,trees,5505667091
woman,wearing,jacket,5505667091
woman,has,hair,5505667091
woman,in front of,fence,5505667091
letters,on,man,5505667091
person,in front of,fence,5505667091
person,wearing,hat,5505667091
traffic light,adjacent to,sign,4102498978
traffic light,near,sign,4102498978
traffic light,above,road,4102498978
traffic light,above,cars,4102498978
traffic light,below,sky,4102498978
traffic light,means,stop,4102498978
sign,on,pole,4102498978
sign,near,traffic light,4102498978
sign,next to,traffic light,4102498978
sign,attached to,pole,4102498978
sky,above,road,4102498978
traffic light,beside,no-turn sign,4102498978
lights,on,vehicle,4102498978
sunset,in,sky,4102498978
vehicle,on,street,4102498978
street,under,sky,4102498978
stripes,on,street,4102498978
sign,above,street,4102498978
sign,next to,sign,4102498978
sign,above,street,4102498978
policeman,riding,motorcycle,6721496819
policeman,sitting on,motorcycle,6721496819
policeman,in front of,box,6721496819
policeman,has,gun,6721496819
policeman,wearing,pants,6721496819
policeman,wearing,helmet,6721496819
policeman,wearing,shirt,6721496819
motorcycle,carrying,policeman,6721496819
motorcycle,has,policeman,6721496819
motorcycle,has,box,6721496819
box,on,motorcycle,6721496819
box,behind,policeman,6721496819
car,behind,motorcycle,6721496819
license plate,on,car,6721496819
license plate,on,motorcycle,6721496819
license plate,below,box,6721496819
light,on,motorcycle,6721496819
gun,in,holster,6721496819
gun,next to,policeman,6721496819
gun,holstered on,belt,6721496819
holster,on,policeman,6721496819
mirror,on,motorcycle,6721496819
pants,on,policeman,6721496819
helmet,on,policeman,6721496819
truck,is on,street,8693104124
truck,has,wheel,8693104124
street,under,sky,8693104124
street,below,sky,8693104124
street,has,lines,8693104124
building,has,sign,8693104124
building,has,steeple,8693104124
building,below,sky,8693104124
building,under,sky,8693104124
tree,on,grass,8693104124
woman,holding,purse,8693104124
woman,on,street,8693104124
woman,wearing,pants,8693104124
woman,wearing,shirt,8693104124
chimneys,on,building,8693104124
roof,on,building,8693104124
lines,on,street,8693104124
street light,in front of,building,8693104124
doors,on,building,8693104124
sky,over,street,8693104124
sky,above,street,8693104124
sky,above,building,8693104124
sky,over,building,8693104124
trees,in front of,building,8693104124
train,running on,tracks,5694340831
train,beside,river,5694340831
train,on,tracks,5694340831
train,next to,river,5694340831
train,is left of,scrubby trees,5694340831
tracks,beneath,train,5694340831
tracks,next to,river,5694340831
boat,in,river,5694340831
boat,next to,path,5694340831
boat,is left of,train,5694340831
river,is right of,dry trees,5694340831
sky,over,train,5694340831
sky,over,boat,5694340831
sky,over,trees,5694340831
sky,is above,river,5694340831
trees,have,branches,5694340831
path,next to,river,5694340831
path,is left of,boat,5694340831
gangplank,next to,river,5694340831
grass,next to,river,5694340831
bushes,are left of,boat,5694340831
tall tree,is right of,river,5694340831
headlights,are under,windows,5694340831
cloth,is on,rail,5694340831
woman,has,toothbrush,521401566
woman,has,dress,521401566
woman,near,woman,521401566
woman,near,toothbrush,521401566
woman,seated on,ground,521401566
woman,in,sari,521401566
woman,with,sari,521401566
woman,with,hair,521401566
toothbrush,near,dress,521401566
toothbrush,near,woman,521401566
woman,has,sandal,521401566
woman,crouching on,ground,521401566
roof,on,building,521401566
building,behind,woman,521401566
sacks,against,wall,521401566
sari,on,woman,521401566
sari,over,woman,521401566
hair,on,woman,521401566
shirt,under,sari,521401566
shirt,below,sari,521401566
shirt,beneath,sari,521401566
blender,has,hook,4510569929
blender,has,bowl,4510569929
mixer,next to,computer,4510569929
blender head,next to,blender,4510569929
bowl,sitting on,blender,4510569929
bowl,attached to,blender,4510569929
knives,behind,blender,4510569929
knives,in,holder,4510569929
knives,on,counter,4510569929
cup,behind,computer,4510569929
cup,on,counter,4510569929
cup,next to,computer,4510569929
boards,next to,blender,4510569929
equipment,is on,counter,4510569929
clock,has,arms,2872666490
clock,in front of,building,2872666490
clock,near,building,2872666490
clock,in front of,child,2872666490
clock,contains,arms,2872666490
arms,on,clock,2872666490
arms,moving in,clock,2872666490
arms,inside,clock,2872666490
building,behind,clock,2872666490
building,behind,child,2872666490
child,behind,clock,2872666490
child,in front of,building,2872666490
name,above,clock face,2872666490
walkway,behind,clock,2872666490
walkway,has,railing,2872666490
plant,next to,child,2872666490
plant,in,pot,2872666490
case,under,clock,2872666490
light,on,wall,2872666490
light,has,shade,2872666490
dog,next to,cat,277947910
dog,on,pavement,277947910
dog,has,tail,277947910
dog,beside,cat,277947910
dog,adjacent to,cat,277947910
cat,on,pavement,277947910
cat,has,tail,277947910
cat,next to,dog,277947910
cat,adjacent to,dog,277947910
covering,on,pavement,277947910
covering,to the left of,dog,277947910
shadow,on,pavement,277947910
shadow,is in front of,animals,277947910
grass,behind,dog,277947910
grass,behind,cat,277947910
grass,is above,sidewalk,277947910
manhole,behind,dog,277947910
yellow paint,is on,metal covering,277947910
shoe,is above,dog,277947910
shoe,is above,cat,277947910
chinese words,written on,wall,6314287563
wall,behind,other player,6314287563
man,playing on,tennis court,6314287563
man,holding,tennis racket,6314287563
man,swinging,tennis racket,6314287563
man,is right of,tennis net,6314287563
tennis net,separating,men,6314287563
tennis net,between,tennis court,6314287563
referee,watching,men,6314287563
referee,sitting on,platform,6314287563
referee,is sitting on,platform,6314287563
referee,watching,players,6314287563
referee,watching,tennis court,6314287563
clockkeeper,is left of,scoreboard,6314287563
plant,is behind,seats,6314287563
columns,are behind,seats,6314287563
players,holding,tennis racket,6314287563
player,swinging,racket,6314287563
player,wearing,shoes,6314287563
other player,holding,racket,6314287563
sky,over,road,5889938408
sky,above,sign,5889938408
road,under,light,5889938408
headlights,on,road,5889938408
tree,next to,road,5889938408
tree,over,road,5889938408
building,next to,road,5889938408
building,under,sky,5889938408
building,has,windows,5889938408
sidewalk,next to,road,5889938408
sidewalk,near,road,5889938408
sign,above,road,5889938408
sign,under,sky,5889938408
pole,next to,road,5889938408
line,in,road,5889938408
sign,near,light,5889938408
sign,under,sky,5889938408
car,has,headlights,5889938408
windows,under,sky,5889938408
sign,above,windows,5889938408
sign,under,sky,5889938408
sign,behind,cone,9215961389
sign,behind,cone,9215961389
light,above,cone,9215961389
cone,next to,cone,9215961389
cone,next to,cone,9215961389
cone,next to,cone,9215961389
cone,below,light,9215961389
cone,next to,cone,9215961389
tree,behind,pole,9215961389
tree,in front of,bus,9215961389
cone,in front of,tree,9215961389
pole,in front of,tree,9215961389
pole,is by,bush,9215961389
bus,behind,tree,9215961389
man,by,train,9215961389
bush,is near,tree,9215961389
bush,is near,cone,9215961389
wires,between,poles,9215961389
branch,on,tree,9215961389
cones,in front of,tree,9215961389
sign,next to,light,9215961389
tracks,in,road,9215961389
pole,behind,train,9215961389
chair leg,is attached to,chair,6047104855
chair leg,attached to,chair,6047104855
chair,has,pillow,6047104855
chair,has,cushion,6047104855
chair,has,chair leg,6047104855
vase,is on,white table,6047104855
white table,is in front of,pink couch,6047104855
mirror,is hanging on,wall,6047104855
lamp,is to the left of,pink couch,6047104855
lamp,next to,couch,6047104855
lamp,next to,mirror,6047104855
couch,has,pillows,6047104855
couch,next to,lamp,6047104855
pillows,have,flower,6047104855
pillows,on top of,couch,6047104855
table,has,legs,6047104855
woman,wearing,shirt,7622146634
woman,wearing,glasses,7622146634
woman,has,hair,7622146634
shirt,on,woman,7622146634
glasses,on,woman,7622146634
glasses,on,face,7622146634
hair,on,woman,7622146634
fork,on,napkin,7622146634
napkin,on,tray,7622146634
napkin,by,woman,7622146634
tray,on,table,7622146634
cup,on,tray,7622146634
cake,on,plate,7622146634
cake,by,woman,7622146634
plate,by,woman,7622146634
gate,above,cup,7622146634
gate,above,cake,7622146634
gate,above,plate,7622146634
gate,above,table,7622146634
gate,above,tray,7622146634
gate,above,napkin,7622146634
gate,above,fork,7622146634
fence,by,woman,7622146634
plants,by,woman,7622146634
building,in front of,man,8394847830
jacket,has,hood,8394847830
man,next to,other man,8394847830
man,behind,building,8394847830
pole,next to,other pole,8394847830
roof,has,windows,8394847830
building,has,windows,8394847830
bicycle,in front of,building,8394847830
bicycle,behind,building,8394847830
person,in,window,8394847830
snow,on the,ground,8394847830
snow,on,building,8394847830
ground,under,snow,8394847830
person,riding,bike,8394847830
person,wearing,bag,8394847830
person,to the left of,sign,8394847830
snow,on,roof,8394847830
ice,on,ground,8394847830
snow,covering,bushes,8394847830
snow,on top of,bushes,8394847830
tv,is on,cabinet,5260721519
television,on,stand,5260721519
cabinet,is against,wall,5260721519
modem,is near,router,5260721519
modem,is on,cabinet,5260721519
router,is on,cabinet,5260721519
router,on top of,stand,5260721519
table,on top of,floor,5260721519
remotes,are on,table,5260721519
remotes,on,table,5260721519
remotes,on edge of,table,5260721519
ottoman,behind,table,5260721519
ottoman,next to,couch,5260721519
ottoman,in front of,couch,5260721519
tablet,on,ottoman,5260721519
bench,next to,table,5260721519
bench,in front of,table,5260721519
ceiling fan,over,table,5260721519
ceiling fan,over,bench,5260721519
bag,next to,cabinet,5260721519
pillows,on,couch,5260721519
baby,has,blonde hair,8713396144
baby,in front of,dog,8713396144
baby,above,floor,8713396144
baby,wearing,overall,8713396144
baby,wearing,sneakers,8713396144
woman,is behind,baby,8713396144
woman,has on,shirt,8713396144
woman,above,floor,8713396144
woman,behind,dog,8713396144
white bowl,is beside,bowl,8713396144
food,is in,white bowl,8713396144
dish washer,behind,dog,8713396144
dog,above,floor,8713396144
light,is above,woman,8713396144
cabinet,above,floor,8713396144
draw,in,cabinet,8713396144
draw,above,door,8713396144
door,on,cabinet,8713396144
door,has,knob,8713396144
pan,above,draw,8713396144
pan,above,cabinet,8713396144
wall,has,wallpaper,8713396144
wall,behind,pan,8713396144
wall,behind,light,8713396144
sneakers,above,floor,8713396144
dog,behind,baby,8713396144
bus,has,stop sign,5041875929
bus,next to,person,5041875929
bus,near,person,5041875929
